respondent_id,age_group,gender,education,heard_term_gender_sensitization,gender_is_binary_or_nonbinary,received_gender_training,support_school_curriculum,support_workplace_training,sensitization_helps_relationships,stereotype_men_rational_women_emotional,stereotype_women_bad_drivers,view_okay_for_men_to_cry,stereotype_men_strong_women_weak,stereotype_women_better_housekeepers,stereotype_gentle_men_less_masculine,childcare_only_mother_responsibility,woman_home_man_provider_role,chores_divided_equally_if_both_work,support_equal_pay,support_gender_diversity_quotas,discrimination_observed_nearby,support_gender_neutral_language,encourage_girls_nontraditional_careers,man_should_have_final_say_home,woman_should_not_tolerate_violence,sexist_jokes_okay,sensitization_reduces_gbv
R0861,18-25,Male,Bachelor's degree,Yes,Binary,Yes,Maybe,"Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,No,No,Yes,No
R0862,18-25,Female,Master's degree,Yes,Non-binary,No,Maybe,"No, not required",Yes,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,No
R0863,More than 35,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,Unsure,No,Maybe,Yes,No,No,No,Maybe
R0864,18-25,Male,Master's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,Yes,No,No,Yes
R0865,18-25,Female,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",No,Neutral,Agree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,No,No,Yes
R0866,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,Maybe,"Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,No,No,Yes
R0867,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","No, not required",Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,Yes,No,"Yes, definitely",Yes,No,No,Yes,Yes,Yes,No,No,No
R0868,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,Unsure,Yes,No,Yes,No,No,No,Yes
R0869,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Maybe
R0870,18-25,Male,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Yes,No,Yes
R0871,26-35,Male,Master's degree,Yes,Non-binary,Yes,Maybe,Maybe,No,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,Yes
R0872,18-25,Female,Bachelor's degree,Yes,Non-binary,No,Maybe,"No, not required",Yes,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
R0873,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,Yes,No,Yes
R0874,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
R0875,26-35,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Agree,Disagree,Agree,Agree,Agree,Agree,No,No,"Yes, definitely",Yes,Unsure,No,Yes,Yes,Maybe,No,Maybe,Yes
R0876,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Neutral,Neutral,Agree,Agree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0877,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Agree,Agree,Disagree,Neutral,Agree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,Yes,No,No,Yes
R0878,Less than 18,Male,Master's degree,No,Non-binary,Yes,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",No,No,No,Yes,Yes,Yes,No,No,No
R0879,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Maybe,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,Yes,No,Maybe
R0880,26-35,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","No, not required",Yes,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,Maybe,No,No,Maybe
R0881,26-35,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0882,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,Yes,Yes,Maybe
R0883,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",No,Agree,Neutral,Agree,Disagree,Agree,Agree,No,Yes,"Yes, definitely",No,Yes,Yes,Maybe,Yes,No,Yes,No,Yes
R0884,18-25,Female,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,No,No,No,No,Maybe
R0885,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely",Maybe,Yes,Neutral,Disagree,Agree,Agree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Maybe,No,Yes
R0886,18-25,Female,Master's degree,Yes,Binary,No,"No, not required","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,No,Yes,"No, the woman should manage both",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0887,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",No,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,No,No,No,Yes
R0888,18-25,Male,Bachelor's degree,No,Non-binary,No,Maybe,"Yes, definitely",Yes,Neutral,Disagree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,Yes,No,Yes
R0889,26-35,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Agree,Neutral,Agree,Disagree,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,No,Yes
R0890,18-25,Female,Bachelor's degree,Yes,Binary,Yes,Maybe,"Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
R0891,18-25,Male,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Unsure,No,Maybe,Yes,No,No,No,No
R0892,18-25,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely",Maybe,Yes,Agree,Neutral,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,Yes,Yes,No,Yes
R0893,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,No,Unsure,Yes,Yes,No,No,No,Yes
R0894,26-35,Female,Bachelor's degree,Yes,Binary,No,"No, not required","No, not required",Yes,Disagree,Neutral,Agree,Disagree,Neutral,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Yes,No,Yes
R0895,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Unsure,Yes,No,Yes,No,No,No,Maybe
R0896,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0897,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,No,No,Yes,No,Maybe
R0898,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
R0899,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,No,No
R0900,18-25,Female,Master's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Maybe,Yes,No,Yes
R0901,18-25,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0902,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,No,Maybe,Yes
R0903,18-25,Male,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,Maybe,No
R0904,26-35,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Maybe
R0905,18-25,Female,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Maybe,Yes
R0906,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Agree,Agree,No,Yes,"Yes, definitely",Yes,Unsure,No,No,Yes,Yes,No,No,Yes
R0907,26-35,Female,Bachelor's degree,Yes,Non-binary,No,"No, not required","Yes, definitely",Yes,Agree,Neutral,Agree,Agree,Disagree,Neutral,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
R0908,18-25,Female,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",No,Disagree,Agree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
R0909,18-25,Male,High school or equivalent,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Agree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
R0910,18-25,Female,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Neutral,Neutral,Disagree,No,No,"Yes, definitely",No,No,Unsure,Maybe,Yes,No,No,No,Yes
R0911,18-25,Male,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Agree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,Yes,Yes
R0912,18-25,Female,Master's degree,Yes,Non-binary,No,Maybe,"Yes, definitely",No,Neutral,Disagree,Agree,Agree,Agree,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
R0913,18-25,Female,Master's degree,Yes,Non-binary,No,Maybe,"Yes, definitely",Maybe,Agree,Neutral,Agree,Agree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,No,Maybe,No,No,No,Yes
R0914,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Agree,Neutral,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Maybe,No,No,Yes,Yes
R0915,More than 35,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Agree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",No,Yes,Yes,Yes,Yes,Maybe,No,No,Yes
R0916,18-25,Male,Bachelor's degree,Yes,Binary,Yes,Maybe,Maybe,Yes,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
R0917,18-25,Male,Bachelor's degree,No,Non-binary,No,Maybe,"Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Maybe,Maybe
R0918,26-35,Female,Master's degree,No,Non-binary,No,"No, not required",Maybe,Maybe,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Yes,Yes,Yes
R0919,18-25,Male,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Unsure,Unsure,Yes,Yes,Yes,No,Yes,Yes
R0920,18-25,Female,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,Maybe,Yes
R0921,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0922,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely",Maybe,No,Disagree,Agree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0923,18-25,Male,High school or equivalent,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,Maybe,No
R0924,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Agree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0925,26-35,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Neutral,Disagree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0926,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,No,No,Maybe
R0927,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Unsure,No,No,Yes,No,Maybe,No,Yes
R0928,18-25,Female,High school or equivalent,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Maybe,No,No,No,Yes
R0929,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,Yes,No,No
R0930,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Disagree,Agree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,Yes
R0931,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Maybe,Neutral,Agree,Agree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,Maybe,No,No,No,Maybe
R0932,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","No, not required",Yes,Agree,Neutral,Agree,Neutral,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,No,No,Yes,Maybe
R0933,18-25,Male,Master's degree,No,Binary,No,Maybe,"No, not required",Yes,Agree,Disagree,Agree,Disagree,Neutral,Agree,Yes,No,"No, the woman should manage both",Yes,Unsure,No,Maybe,No,Maybe,No,No,Yes
R0934,18-25,Male,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0935,26-35,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Unsure,Yes,Maybe,Yes,Maybe,No,Yes,No
R0936,18-25,Male,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Yes,No,No,No
R0937,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,No,No,Maybe
R0938,26-35,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,Yes,No,No
R0939,26-35,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,No,No,Yes,Yes,Yes,No,Yes,No
R0940,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Unsure,No,Maybe,Yes,No,Maybe,No,Yes
R0941,18-25,Female,High school or equivalent,Yes,Binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,No,No,Maybe,Yes,Yes,Yes,No,Yes
R0942,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",No,Agree,Disagree,Agree,Disagree,Neutral,Neutral,No,Yes,"Yes, definitely",Yes,No,Yes,Maybe,Yes,Yes,No,No,Yes
R0943,18-25,Female,Master's degree,Yes,Binary,No,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0944,18-25,Female,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",No,Yes,Yes,Maybe,Yes,No,Yes,No,Yes
R0945,18-25,Female,Bachelor's degree,No,Binary,No,"No, not required","Yes, definitely",Maybe,Neutral,Disagree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
R0946,18-25,Male,Bachelor's degree,Yes,Unsure,Yes,"No, not required","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0947,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Agree,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
R0948,Less than 18,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,No,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0949,18-25,Female,Bachelor's degree,Yes,Unsure,No,"No, not required","No, not required",Yes,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,No,No,Yes
R0950,18-25,Male,Bachelor's degree,No,Unsure,No,"Yes, definitely",Maybe,Yes,Disagree,Agree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,No,No
R0951,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",No,Yes,Yes,Yes,Yes,No,No,Maybe,No
R0952,18-25,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Neutral,Disagree,Agree,No,No,"Yes, definitely",Yes,No,No,Yes,Yes,Yes,No,No,Yes
R0953,26-35,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,Yes
R0954,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Neutral,Disagree,Agree,Agree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,No,Yes
R0955,18-25,Female,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Agree,Neutral,Agree,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
R0956,26-35,Female,Bachelor's degree,No,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,No,No,Maybe
R0957,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,No,Yes,Maybe
R0958,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"No, not required","Yes, definitely",No,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,Maybe,No,Maybe
R0959,18-25,Female,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,Yes,Yes
R0960,18-25,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,No,Yes,Maybe,Maybe,No,No,Yes,Yes
R0961,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0962,18-25,Male,Bachelor's degree,Yes,Binary,No,Maybe,"Yes, definitely",Yes,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,Yes,No,No,Maybe
R0963,18-25,Male,Bachelor's degree,No,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Agree,Agree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0964,18-25,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0965,18-25,Male,Bachelor's degree,Yes,Binary,No,"No, not required","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,Yes,Maybe,Yes,No,No,No,No
R0966,18-25,Female,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,No,No,Yes
R0967,18-25,Male,Master's degree,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Neutral,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0968,18-25,Male,Bachelor's degree,Yes,Unsure,No,Maybe,"Yes, definitely",Yes,Agree,Disagree,Agree,Neutral,Disagree,Neutral,No,No,"Yes, definitely",Yes,Unsure,No,Yes,Yes,No,No,No,Yes
R0969,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"No, not required","Yes, definitely",Maybe,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Unsure,Yes,Maybe,Yes,No,No,No,Maybe
R0970,18-25,Female,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
